sample_id,source_bucket,source_artifact,dataset_id,query_type,language,expected_chart_family,query,image_path,existing_vlm_issue,existing_vlm_judgment,deterministic_evidence,human_visible_chart_family,human_chart_family_acceptable,human_labels_readable,human_relevant_fields_visible,human_transform_preserved,human_overall_acceptable,human_primary_error,human_confidence,human_notes
vinl2vis_27390,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_dt_nfl_unfp_cd_net_official_flows_from_un_agencies_unfpa_current_us,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_27390.png,none,"{""acceptable"": true, ""visible_chart_family"": ""line"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,line,yes,yes,yes,yes,no,data_mismatch,5,
vinl2vis_27150,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_dt_nfl_rdbc_cd_net_financial_flows_rdb_concessional_nfl_current_us,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_27150.png,none,"{""acceptable"": true, ""visible_chart_family"": ""line"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,line,yes,yes,no,yes,yes,none,5,
vinl2vis_31144,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_en_ghg_co2_rt_gdp_pp_kd_carbon_intensity_of_gdp_kg_co2e_per_2021_ppp_o,underspecified,vi,bar,Xếp hạng các nước theo chỉ số carbon intensity of gdp (kg co2e per 2021 ppp $ of gdp).,/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_31144.png,none,"{""acceptable"": true, ""visible_chart_family"": ""bar"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,bar,yes,no,no,yes,yes,none,4,
vinl2vis_05322,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_ag_prd_crel_mt_cereal_production_metric_tons,explicit,vi,bar,"So sánh chỉ số cereal production (metric tons) ở các quốc gia, biến thể 21.",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_05322.png,none,"{""acceptable"": true, ""visible_chart_family"": ""bar"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,bar,yes,no,yes,yes,yes,none,5,
vinl2vis_04922,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_ag_lnd_arbl_ha_arable_land_hectares,explicit,vi,bar,"So sánh chỉ số arable land (hectares) ở các quốc gia, biến thể 21.",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_04922.png,none,"{""acceptable"": true, ""visible_chart_family"": ""bar"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,bar,yes,yes,yes,yes,no,wrong_chart_type,4,
vinl2vis_27471,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_dt_nfl_wfpg_cd_net_official_flows_from_un_agencies_wfp_current_us,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_27471.png,none,"{""acceptable"": true, ""visible_chart_family"": ""bar"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,line,no,yes,yes,yes,yes,none,5,
vinl2vis_22676,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_bi_wag_totl_pb_zs_wage_bill_as_a_percentage_of_public_expenditure,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số wage bill as a percentage of public expenditure mẫu 15.,/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_22676.png,none,"{""acceptable"": true, ""visible_chart_family"": ""line"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,line,yes,yes,yes,no,no,missing_legend,5,
vinl2vis_25481,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_dc_dac_ital_cd_net_bilateral_aid_flows_from_dac_donors_italy_current_u,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net bilateral aid flows from dac donors, italy (current us$) mẫu 20.",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_25481.png,none,"{""acceptable"": true, ""visible_chart_family"": ""line"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,line,yes,yes,yes,yes,yes,none,4,
vinl2vis_22956,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_bm_gsr_royl_cd_charges_for_the_use_of_intellectual_property_payments_b,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số charges for the use of intellectual property, payments (bop, current us$) mẫu 15.",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_22956.png,none,"{""acceptable"": true, ""visible_chart_family"": ""line"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,line,yes,yes,yes,yes,yes,none,4,
vinl2vis_24642,vlm_consensus_accepted,vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4,wbexp_asean_cm_mkt_lcap_cd_market_capitalization_of_listed_domestic_companies_curr,explicit,vi,bar,"So sánh chỉ số market capitalization of listed domestic companies (current us$) ở các quốc gia, biến thể 21.",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_heldout860_qwen3_8b_auditfix_v4_n860_qwen3vl4b_promptv4/images/vinl2vis_24642.png,none,"{""acceptable"": true, ""visible_chart_family"": ""bar"", ""major_issue"": ""none"", ""conservative_issue"": ""none""}",,line,no,no,no,yes,yes,none,5,
vinl2vis_27344,primary_vlm_flagged,vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4,wbexp_asean_dt_nfl_undp_cd_net_official_flows_from_un_agencies_undp_current_us,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số net official flows from un agencies, undp (current us$).",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_27344.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""area"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,area,yes,yes,yes,yes,no,wrong_chart_type,5,
vinl2vis_02656,primary_vlm_flagged,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,wb_asean_pm25_exposure,explicit,en,tick_plot,Create a tick plot for asean pm2.5 air pollution exposure in 2020.,/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_02656.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""area"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,area,yes,yes,no,yes,yes,none,5,
vinl2vis_03712,primary_vlm_flagged,vlm_audit_matched_bilingual_auditfix_v2_n1000_qwen3vl4b_promptv4,owid_co2_per_capita_vietnam,explicit,vi,bar,So sánh phát thải co2 bình quân đầu người của việt nam giữa các nước trong năm 2024.,/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_matched_bilingual_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_03712.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""area"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,area,yes,yes,no,yes,yes,none,5,
vinl2vis_04056,primary_vlm_flagged,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,derived_health_profile,explicit,en,tick_plot,Create a tick plot for Tuổi thọ kỳ vọng in 2023.,/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_04056.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""line"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,line,yes,yes,no,yes,no,missing_legend,5,
vinl2vis_04144,primary_vlm_flagged,vlm_audit_matched_bilingual_auditfix_v2_n1000_qwen3vl4b_promptv4,derived_labor_technology_profile,explicit,en,heatmap,Create a heatmap of Tỷ lệ thất nghiệp by country and year.,/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_matched_bilingual_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_04144.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""area"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,area,yes,yes,yes,yes,no,wrong_chart_type,5,
vinl2vis_00766,primary_vlm_flagged,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,wb_asean_exports_share_gdp,explicit,en,tick_plot,Create a tick plot for asean exports share of gdp in 2024.,/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_00766.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""area"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,area,yes,yes,yes,yes,no,missing_legend,4,
vinl2vis_24504,primary_vlm_flagged,vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4,wbexp_asean_bx_trf_pwkr_cd_dt_personal_remittances_received_current_us,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số personal remittances, received (current us$).",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_24504.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""area"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,area,yes,yes,yes,yes,yes,none,4,
vinl2vis_22704,primary_vlm_flagged,vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4,wbexp_asean_bm_gsr_cmcp_zs_communications_computer_etc_of_service_imports_bop,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số communications, computer, etc. (% of service imports, bop).",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_22704.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""area"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,area,yes,no,yes,yes,yes,none,4,
vinl2vis_01764,primary_vlm_flagged,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,wb_asean_education_expenditure_share_gdp,explicit,en,bar,Rank countries by asean education expenditure share of gdp in the latest year.,/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_01764.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""area"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,area,yes,yes,yes,yes,no,wrong_chart_type,5,
vinl2vis_01762,primary_vlm_flagged,vlm_audit_matched_bilingual_auditfix_v2_n1000_qwen3vl4b_promptv4,wb_asean_education_expenditure_share_gdp,explicit,en,bar,Compare countries by asean education expenditure share of gdp in 2025.,/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_matched_bilingual_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_01762.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""area"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,bar,no,yes,yes,yes,no,wrong_chart_type,5,
vinl2vis_23904,primary_vlm_flagged,vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4,wbexp_asean_bx_gsr_cmcp_zs_communications_computer_etc_of_service_exports_bop,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số communications, computer, etc. (% of service exports, bop).",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_23904.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""area"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,area,yes,no,yes,yes,yes,none,5,
vinl2vis_22824,primary_vlm_flagged,vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4,wbexp_asean_bm_gsr_insf_zs_insurance_and_financial_services_of_service_imports_bop,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số insurance and financial services (% of service imports, bop).",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_22824.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""area"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,area,yes,yes,yes,no,yes,none,5,
vinl2vis_01466,primary_vlm_flagged,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,wb_asean_health_expenditure_share_gdp,explicit,en,tick_plot,Create a tick plot for asean health expenditure share of gdp in 2023.,/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_01466.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""boxplot"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,boxplot,yes,no,yes,yes,no,data_mismatch,5,
vinl2vis_23944,primary_vlm_flagged,vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4,wbexp_asean_bx_gsr_fcty_cd_primary_income_receipts_bop_current_us,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số primary income receipts (bop, current us$).",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_23944.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""area"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,area,yes,yes,yes,no,no,wrong_chart_type,5,
vinl2vis_23104,primary_vlm_flagged,vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4,wbexp_asean_bm_klt_dinv_cd_wd_foreign_direct_investment_net_outflows_bop_current_u,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số foreign direct investment, net outflows (bop, current us$).",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_23104.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""area"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,area,yes,yes,no,yes,no,data_mismatch,5,
vinl2vis_03076,primary_vlm_flagged,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,wb_asean_measles_immunization,explicit,en,tick_plot,Create a tick plot for asean measles immunization in 2024.,/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_03076.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""area"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,area,yes,no,no,yes,no,missing_legend,5,
vinl2vis_24104,primary_vlm_flagged,vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4,wbexp_asean_bx_gsr_nfsv_cd_service_exports_bop_current_us,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số service exports (bop, current us$).",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_24104.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""area"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,area,yes,yes,no,yes,no,data_mismatch,5,
vinl2vis_03426,primary_vlm_flagged,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,wb_asean_domestic_credit_private_sector,explicit,en,tick_plot,Create a tick plot for asean domestic credit to private sector in 2024.,/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_03426.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""area"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,area,yes,yes,yes,yes,no,missing_legend,5,
vinl2vis_03644,primary_vlm_flagged,vlm_audit_matched_bilingual_auditfix_v2_n1000_qwen3vl4b_promptv4,owid_life_expectancy_vietnam,explicit,vi,bar,Xếp hạng các nước theo tuổi thọ kỳ vọng của việt nam trong năm 2023.,/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_matched_bilingual_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_03644.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""area"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,area,yes,yes,yes,yes,no,data_mismatch,5,
vinl2vis_05144,primary_vlm_flagged,vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4,wbexp_asean_ag_lnd_frst_k2_forest_area_sq_km,underspecified,vi,bar,Xếp hạng các nước theo chỉ số forest area (sq. km).,/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_05144.png,wrong_fields,"{""acceptable"": false, ""visible_chart_family"": ""bar"", ""major_issue"": ""wrong_fields"", ""conservative_issue"": ""wrong_fields""}",,bar,yes,yes,yes,yes,no,wrong_chart_type,4,
vinl2vis_03216,primary_vlm_flagged,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,wb_asean_fixed_broadband_subscriptions,explicit,en,tick_plot,Create a tick plot for asean fixed broadband subscriptions in 2024.,/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_03216.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""boxplot"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,boxplot,yes,yes,yes,no,no,data_mismatch,4,
vinl2vis_29064,primary_vlm_flagged,vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4,wbexp_asean_eg_elc_rnwx_kh_electricity_production_from_renewable_sources_excluding,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số electricity production from renewable sources, excluding hydroelectric (kwh).",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_29064.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""area"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,pie,no,yes,yes,yes,yes,none,5,
vinl2vis_03006,primary_vlm_flagged,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,wb_asean_basic_sanitation,explicit,en,tick_plot,Create a tick plot for asean basic sanitation services in 2024.,/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_03006.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""area"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,area,yes,no,yes,yes,yes,none,5,
vinl2vis_03724,primary_vlm_flagged,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,owid_co2_per_capita_vietnam,explicit,en,bar,Rank countries by vietnam co2 emissions per capita in the latest year.,/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_03724.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""area"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,area,yes,no,yes,yes,yes,none,5,
vinl2vis_28384,primary_vlm_flagged,vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4,wbexp_asean_ef_efm_rank_xd_economic_fitness_ranking_1_high_149_low,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số economic fitness ranking (1 = high, 149 = low).",/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_28384.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""area"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,area,yes,yes,yes,yes,no,missing_legend,5,
vinl2vis_03986,primary_vlm_flagged,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,derived_population_profile,explicit,en,tick_plot,Create a tick plot for Dân số in 2024.,/Users/nguyenthevinh/Library/CloudStorage/GoogleDrive-vinhnt@tnu.edu.vn/My Drive/NL2Vis_GenAI_Research_2025_2026/benchmark/faithbench/results/vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4/images/vinl2vis_03986.png,wrong_chart_type,"{""acceptable"": false, ""visible_chart_family"": ""bar"", ""major_issue"": ""wrong_chart_type"", ""conservative_issue"": ""wrong_chart_type""}",,bar,yes,yes,yes,yes,no,missing_legend,5,
