case_id,sample_id,case_family,evidence_strength,source_artifact,run_key,issue,dataset_id,query_type,language,expected_chart_family,query,notes
stress230_147,vinl2vis_25882,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout8b_final,missing_filter_transform,wbexp_asean_dc_dac_usal_cd_net_bilateral_aid_flows_from_dac_donors_united_states_c,explicit,vi,bar,"So sánh chỉ số net bilateral aid flows from dac donors, united states (current us$) ở các quốc gia, biến thể 21.",
stress230_148,vinl2vis_23317,strict_transform_failure,deterministic_semantic_failure,strict_transformation_audit.csv,heldout4b_final,missing_filter_transform|missing_sort_transform,wbexp_asean_bn_cab_xoka_gd_zs_current_account_balance_of_gdp,explicit,vi,bar,"So sánh chỉ số current account balance (% of gdp) ở các quốc gia, biến thể 16.",
stress230_149,vinl2vis_22584,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4,balanced_final,wrong_chart_type,wbexp_asean_bg_gsr_nfsv_gd_zs_trade_in_services_of_gdp,underspecified,vi,bar,Xếp hạng các nước theo chỉ số trade in services (% of gdp).,
stress230_150,vinl2vis_28591,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_heldout860_qwen3_8b_visualfix_v3_n500_qwen3vl4b_promptv4,heldout8b_visualfix,wrong_chart_type,wbexp_asean_eg_egy_prim_pp_kd_energy_intensity_level_of_primary_energy_mj_2021_ppp,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",
stress230_151,vinl2vis_03692,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_matched_bilingual_auditfix_v2_n1000_qwen3vl4b_promptv4,matched_final,wrong_chart_type,owid_life_expectancy_vietnam,explicit,vi,boxplot,Dùng boxplot để xem độ phân tán tuổi thọ kỳ vọng của việt nam theo quốc gia.,
stress230_152,vinl2vis_27144,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4,balanced_final,wrong_chart_type,wbexp_asean_dt_nfl_rdbc_cd_net_financial_flows_rdb_concessional_nfl_current_us,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số net financial flows, rdb concessional (nfl, current us$).",
stress230_153,vinl2vis_03006,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,english_final,wrong_chart_type,wb_asean_basic_sanitation,explicit,en,tick_plot,Create a tick plot for asean basic sanitation services in 2024.,
stress230_154,vinl2vis_03654,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_matched_bilingual_auditfix_v2_n1000_qwen3vl4b_promptv4,matched_final,wrong_chart_type,owid_life_expectancy_vietnam,explicit,en,bar,Rank countries by vietnam life expectancy in the latest year.,
stress230_155,vinl2vis_00556,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,english_final,wrong_chart_type,wb_asean_gdp_per_capita,explicit,en,tick_plot,Create a tick plot for asean gdp per capita in 2024.,
stress230_156,vinl2vis_03654,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,english_final,wrong_chart_type,owid_life_expectancy_vietnam,explicit,en,bar,Rank countries by vietnam life expectancy in the latest year.,
stress230_157,vinl2vis_04076,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,english_final,wrong_chart_type,derived_education_profile,explicit,en,bar,Compare countries by Tỷ lệ nhập học đại học in the latest year.,
stress230_158,vinl2vis_04144,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_matched_bilingual_auditfix_v2_n1000_qwen3vl4b_promptv4,matched_final,wrong_chart_type,derived_labor_technology_profile,explicit,en,heatmap,Create a heatmap of Tỷ lệ thất nghiệp by country and year.,
stress230_159,vinl2vis_03714,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_matched_bilingual_auditfix_v2_n1000_qwen3vl4b_promptv4,matched_final,wrong_chart_type,owid_co2_per_capita_vietnam,explicit,vi,bar,Xếp hạng các nước theo phát thải co2 bình quân đầu người của việt nam trong năm 2024.,
stress230_160,vinl2vis_04125,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,english_final,wrong_fields,derived_education_profile,explicit,en,bubble_chart,"Create a bubble chart using Tỷ lệ nhập học tiểu học, Tỷ lệ nhập học trung học, and Tỷ lệ nhập học đại học.",
stress230_161,vinl2vis_23904,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4,balanced_final,wrong_chart_type,wbexp_asean_bx_gsr_cmcp_zs_communications_computer_etc_of_service_exports_bop,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số communications, computer, etc. (% of service exports, bop).",
stress230_162,vinl2vis_24104,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4,balanced_final,wrong_chart_type,wbexp_asean_bx_gsr_nfsv_cd_service_exports_bop_current_us,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số service exports (bop, current us$).",
stress230_163,vinl2vis_03356,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,english_final,wrong_chart_type,wb_asean_tax_revenue_share_gdp,explicit,en,tick_plot,Create a tick plot for asean tax revenue share of gdp in 2024.,
stress230_164,vinl2vis_02866,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,english_final,wrong_chart_type,wb_asean_container_port_traffic,explicit,en,tick_plot,Create a tick plot for asean container port traffic in 2022.,
stress230_165,vinl2vis_01694,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,english_final,wrong_chart_type,wb_asean_tertiary_school_enrollment,explicit,en,bar,Rank countries by asean tertiary school enrollment in the latest year.,
stress230_166,vinl2vis_04056,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,english_final,wrong_chart_type,derived_health_profile,explicit,en,tick_plot,Create a tick plot for Tuổi thọ kỳ vọng in 2023.,
stress230_167,vinl2vis_22864,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4,balanced_final,wrong_chart_type,wbexp_asean_bm_gsr_mrch_cd_goods_imports_bop_current_us,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số goods imports (bop, current us$).",
stress230_168,vinl2vis_22824,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4,balanced_final,wrong_chart_type,wbexp_asean_bm_gsr_insf_zs_insurance_and_financial_services_of_service_imports_bop,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số insurance and financial services (% of service imports, bop).",
stress230_169,vinl2vis_03146,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,english_final,wrong_chart_type,wb_asean_hospital_beds,explicit,en,tick_plot,Create a tick plot for asean hospital beds in 2023.,
stress230_170,vinl2vis_31704,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_heldout860_qwen3_4b_visualfix_v1_n860_qwen3vl4b_promptv4,heldout4b_visualfix,wrong_chart_type,wbexp_asean_en_ghg_n2o_zg_ar5_nitrous_oxide_n2o_emissions_total_excluding_lulucf_c,underspecified,vi,bar,Xếp hạng các nước theo chỉ số nitrous oxide (n2o) emissions (total) excluding lulucf (% change from 1990).,
stress230_171,vinl2vis_02324,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,english_final,wrong_chart_type,wb_asean_renewable_energy_consumption,explicit,en,bar,Rank countries by asean renewable energy consumption in the latest year.,
stress230_172,vinl2vis_00626,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,english_final,wrong_chart_type,wb_asean_gdp_growth,explicit,en,tick_plot,Create a tick plot for asean gdp growth in 2024.,
stress230_173,vinl2vis_03724,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,english_final,wrong_chart_type,owid_co2_per_capita_vietnam,explicit,en,bar,Rank countries by vietnam co2 emissions per capita in the latest year.,
stress230_174,vinl2vis_00696,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,english_final,wrong_chart_type,wb_asean_inflation_cpi,explicit,en,tick_plot,Create a tick plot for asean inflation consumer prices in 2024.,
stress230_175,vinl2vis_03712,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_matched_bilingual_auditfix_v2_n1000_qwen3vl4b_promptv4,matched_final,wrong_chart_type,owid_co2_per_capita_vietnam,explicit,vi,bar,So sánh phát thải co2 bình quân đầu người của việt nam giữa các nước trong năm 2024.,
stress230_176,vinl2vis_24504,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4,balanced_final,wrong_chart_type,wbexp_asean_bx_trf_pwkr_cd_dt_personal_remittances_received_current_us,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số personal remittances, received (current us$).",
stress230_177,vinl2vis_29151,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_heldout860_qwen3_4b_visualfix_v1_n860_qwen3vl4b_promptv4,heldout4b_visualfix,wrong_chart_type,wbexp_asean_eg_fec_rnew_zs_renewable_energy_consumption_of_total_final_energy_cons,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",
stress230_178,vinl2vis_00346,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,english_final,wrong_chart_type,wb_asean_fertility_rate,explicit,en,tick_plot,Create a tick plot for asean fertility rate in 2024.,
stress230_179,vinl2vis_01834,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,english_final,wrong_chart_type,wb_asean_literacy_rate_adult,explicit,en,bar,Rank countries by asean adult literacy rate in the latest year.,
stress230_180,vinl2vis_28904,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4,balanced_final,wrong_chart_type,wbexp_asean_eg_elc_ngas_zs_electricity_production_from_natural_gas_sources_of_tota,underspecified,vi,bar,Xếp hạng các nước theo chỉ số electricity production from natural gas sources (% of total).,
stress230_181,vinl2vis_03076,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,english_final,wrong_chart_type,wb_asean_measles_immunization,explicit,en,tick_plot,Create a tick plot for asean measles immunization in 2024.,
stress230_182,vinl2vis_03652,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_matched_bilingual_auditfix_v2_n1000_qwen3vl4b_promptv4,matched_final,wrong_chart_type,owid_life_expectancy_vietnam,explicit,en,bar,Compare countries by vietnam life expectancy in 2023.,
stress230_183,vinl2vis_23544,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4,balanced_final,wrong_chart_type,wbexp_asean_bn_klt_dinv_cd_foreign_direct_investment_net_bop_current_us,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số foreign direct investment, net (bop, current us$).",
stress230_184,vinl2vis_01466,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,english_final,wrong_chart_type,wb_asean_health_expenditure_share_gdp,explicit,en,tick_plot,Create a tick plot for asean health expenditure share of gdp in 2023.,
stress230_185,vinl2vis_27344,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4,balanced_final,wrong_chart_type,wbexp_asean_dt_nfl_undp_cd_net_official_flows_from_un_agencies_undp_current_us,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số net official flows from un agencies, undp (current us$).",
stress230_186,vinl2vis_03722,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,english_final,wrong_chart_type,owid_co2_per_capita_vietnam,explicit,en,bar,Compare countries by vietnam co2 emissions per capita in 2024.,
stress230_187,vinl2vis_29151,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_heldout860_qwen3_8b_visualfix_v3_n500_qwen3vl4b_promptv4,heldout8b_visualfix,wrong_chart_type,wbexp_asean_eg_fec_rnew_zs_renewable_energy_consumption_of_total_final_energy_cons,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",
stress230_188,vinl2vis_01676,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,english_final,wrong_chart_type,wb_asean_secondary_school_enrollment,explicit,en,tick_plot,Create a tick plot for asean secondary school enrollment in 2025.,
stress230_189,vinl2vis_02586,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,english_final,wrong_chart_type,wb_asean_freshwater_withdrawal_share,explicit,en,tick_plot,Create a tick plot for asean freshwater withdrawal share in 2022.,
stress230_190,vinl2vis_22587,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4,balanced_final,wrong_fields,wbexp_asean_bg_gsr_nfsv_gd_zs_trade_in_services_of_gdp,ambiguous,vi,line,Chỉ số Trade in services (% of GDP) gần đây thay đổi như thế nào?,
stress230_191,vinl2vis_28384,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4,balanced_final,wrong_chart_type,wbexp_asean_ef_efm_rank_xd_economic_fitness_ranking_1_high_149_low,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số economic fitness ranking (1 = high, 149 = low).",
stress230_192,vinl2vis_01764,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_matched_bilingual_auditfix_v2_n1000_qwen3vl4b_promptv4,matched_final,wrong_chart_type,wb_asean_education_expenditure_share_gdp,explicit,en,bar,Rank countries by asean education expenditure share of gdp in the latest year.,
stress230_193,vinl2vis_32864,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_heldout860_qwen3_4b_visualfix_v1_n860_qwen3vl4b_promptv4,heldout4b_visualfix,wrong_chart_type,wbexp_asean_er_h2o_fwst_zs_level_of_water_stress_freshwater_withdrawal_as_a_propor,underspecified,vi,bar,Xếp hạng các nước theo chỉ số level of water stress: freshwater withdrawal as a proportion of available freshwater resources.,
stress230_194,vinl2vis_00276,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,english_final,wrong_chart_type,wb_asean_rural_population_share,explicit,en,tick_plot,Create a tick plot for asean rural population share in 2024.,
stress230_195,vinl2vis_26504,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4,balanced_final,wrong_chart_type,wbexp_asean_dt_nfl_ifad_cd_net_official_flows_from_un_agencies_ifad_current_us,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số net official flows from un agencies, ifad (current us$).",
stress230_196,vinl2vis_25824,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4,balanced_final,wrong_chart_type,wbexp_asean_dc_dac_totl_cd_net_bilateral_aid_flows_from_dac_donors_total_current_u,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số net bilateral aid flows from dac donors, total (current us$).",
stress230_197,vinl2vis_00136,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,english_final,wrong_chart_type,wb_asean_population_growth,explicit,en,tick_plot,Create a tick plot for asean population growth in 2024.,
stress230_198,vinl2vis_00215,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_matched_bilingual_auditfix_v2_n1000_qwen3vl4b_promptv4,matched_final,wrong_chart_type,wb_asean_rural_population_share,explicit,vi,point,Dùng biểu đồ điểm để thể hiện tỷ lệ dân số nông thôn các nước asean qua các năm.,
stress230_199,vinl2vis_01764,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,english_final,wrong_chart_type,wb_asean_education_expenditure_share_gdp,explicit,en,bar,Rank countries by asean education expenditure share of gdp in the latest year.,
stress230_200,vinl2vis_01326,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,english_final,wrong_chart_type,wb_asean_under5_mortality,explicit,en,tick_plot,Create a tick plot for asean under-five mortality in 2024.,
stress230_201,vinl2vis_05424,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4,balanced_final,wrong_chart_type,wbexp_asean_ag_prd_lvsk_xd_livestock_production_index_2014_2016_100,underspecified,vi,bar,Xếp hạng các nước theo chỉ số livestock production index (2014-2016 = 100).,
stress230_202,vinl2vis_00766,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,english_final,wrong_chart_type,wb_asean_exports_share_gdp,explicit,en,tick_plot,Create a tick plot for asean exports share of gdp in 2024.,
stress230_203,vinl2vis_01746,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,english_final,wrong_chart_type,wb_asean_tertiary_school_enrollment,explicit,en,tick_plot,Create a tick plot for asean tertiary school enrollment in 2025.,
stress230_204,vinl2vis_03216,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_english_explicit_auditfix_v2_n1000_qwen3vl4b_promptv4,english_final,wrong_chart_type,wb_asean_fixed_broadband_subscriptions,explicit,en,tick_plot,Create a tick plot for asean fixed broadband subscriptions in 2024.,
stress230_205,vinl2vis_27584,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_vietnamese_balanced_auditfix_v2_n1000_qwen3vl4b_promptv4,balanced_final,wrong_chart_type,wbexp_asean_dt_oda_alld_kd_net_official_development_assistance_and_official_aid_re,underspecified,vi,bar,Xếp hạng các nước theo chỉ số net official development assistance and official aid received (constant 2023 us$).,
stress230_206,vinl2vis_03644,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_matched_bilingual_auditfix_v2_n1000_qwen3vl4b_promptv4,matched_final,wrong_chart_type,owid_life_expectancy_vietnam,explicit,vi,bar,Xếp hạng các nước theo tuổi thọ kỳ vọng của việt nam trong năm 2023.,
stress230_207,vinl2vis_26591,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_heldout860_qwen3_8b_visualfix_v3_n500_qwen3vl4b_promptv4,heldout8b_visualfix,wrong_chart_type,wbexp_asean_dt_nfl_imfn_cd_net_financial_flows_imf_nonconcessional_nfl_current_us,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",
stress230_208,vinl2vis_03342,primary_vlm_flagged,primary_vlm_visual_flag,vlm_audit_matched_bilingual_auditfix_v2_n1000_qwen3vl4b_promptv4,matched_final,wrong_chart_type,wb_asean_tax_revenue_share_gdp,explicit,vi,boxplot,Dùng boxplot để xem độ phân tán thu thuế trong gdp các nước asean theo quốc gia.,
stress230_209,vinl2vis_25277,cross_or_weak_judge_disagreement,judge_disagreement,vlm_consensus_failure_cases.csv,heldout8b_final,wrong_fields,wbexp_asean_dc_dac_finl_cd_net_bilateral_aid_flows_from_dac_donors_finland_current,explicit,vi,bar,"So sánh chỉ số net bilateral aid flows from dac donors, finland (current us$) ở các quốc gia, biến thể 16.",Exclude from main validation evidence due unstable judge behavior.
stress230_210,vinl2vis_05361,cross_or_weak_judge_disagreement,judge_disagreement,vlm_consensus_failure_cases.csv,heldout8b_final,wrong_fields,wbexp_asean_ag_prd_crop_xd_crop_production_index_2014_2016_100,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số crop production index (2014-2016 = 100) mẫu 20.,Exclude from main validation evidence due unstable judge behavior.
stress230_211,vinl2vis_25362,cross_or_weak_judge_disagreement,judge_disagreement,vlm_consensus_failure_cases.csv,heldout8b_final,wrong_fields,wbexp_asean_dc_dac_gbrl_cd_net_bilateral_aid_flows_from_dac_donors_united_kingdom_,explicit,vi,bar,"So sánh chỉ số net bilateral aid flows from dac donors, united kingdom (current us$) ở các quốc gia, biến thể 21.",Exclude from main validation evidence due unstable judge behavior.
stress230_212,vinl2vis_25842,cross_or_weak_judge_disagreement,judge_disagreement,vlm_consensus_failure_cases.csv,heldout8b_final,wrong_fields,wbexp_asean_dc_dac_totl_cd_net_bilateral_aid_flows_from_dac_donors_total_current_u,explicit,vi,bar,"So sánh chỉ số net bilateral aid flows from dac donors, total (current us$) ở các quốc gia, biến thể 21.",Exclude from main validation evidence due unstable judge behavior.
stress230_213,vinl2vis_31024,cross_or_weak_judge_disagreement,judge_disagreement,vlm_consensus_failure_cases.csv,heldout8b_final,missing,wbexp_asean_en_ghg_co2_pc_ce_ar5_carbon_dioxide_co2_emissions_excluding_lulucf_per,underspecified,vi,bar,Xếp hạng các nước theo chỉ số carbon dioxide (co2) emissions excluding lulucf per capita (t co2e/capita).,Exclude from main validation evidence due unstable judge behavior.
stress230_214,vinl2vis_05037,cross_or_weak_judge_disagreement,judge_disagreement,vlm_consensus_failure_cases.csv,heldout8b_final,wrong_fields,wbexp_asean_ag_lnd_crel_ha_land_under_cereal_production_hectares,explicit,vi,bar,"So sánh chỉ số land under cereal production (hectares) ở các quốc gia, biến thể 16.",Exclude from main validation evidence due unstable judge behavior.
stress230_215,vinl2vis_27350,cross_or_weak_judge_disagreement,judge_disagreement,vlm_consensus_failure_cases.csv,heldout8b_final,wrong_fields,wbexp_asean_dt_nfl_undp_cd_net_official_flows_from_un_agencies_undp_current_us,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",Exclude from main validation evidence due unstable judge behavior.
stress230_216,vinl2vis_24002,cross_or_weak_judge_disagreement,judge_disagreement,vlm_consensus_failure_cases.csv,heldout8b_final,wrong_fields,wbexp_asean_bx_gsr_gnfs_cd_exports_of_goods_and_services_bop_current_us,explicit,vi,bar,"So sánh chỉ số exports of goods and services (bop, current us$) ở các quốc gia, biến thể 21.",Exclude from main validation evidence due unstable judge behavior.
stress230_217,vinl2vis_28151,cross_or_weak_judge_disagreement,judge_disagreement,vlm_consensus_failure_cases.csv,heldout8b_final,wrong_fields,wbexp_asean_dt_tds_dppg_gn_zs_public_and_publicly_guaranteed_debt_service_of_gni,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",Exclude from main validation evidence due unstable judge behavior.
stress230_218,vinl2vis_24196,cross_or_weak_judge_disagreement,judge_disagreement,vlm_consensus_failure_cases.csv,heldout8b_final,wrong_fields,wbexp_asean_bx_gsr_totl_cd_exports_of_goods_services_and_primary_income_bop_curren,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số exports of goods, services and primary income (bop, current us$) mẫu 15.",Exclude from main validation evidence due unstable judge behavior.
stress230_219,vinl2vis_05161,cross_or_weak_judge_disagreement,judge_disagreement,vlm_consensus_failure_cases.csv,heldout8b_final,wrong_fields,wbexp_asean_ag_lnd_frst_k2_forest_area_sq_km,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số forest area (sq. km) mẫu 20.,Exclude from main validation evidence due unstable judge behavior.
stress230_220,vinl2vis_25801,cross_or_weak_judge_disagreement,judge_disagreement,vlm_consensus_failure_cases.csv,heldout8b_final,wrong_fields,wbexp_asean_dc_dac_swel_cd_net_bilateral_aid_flows_from_dac_donors_sweden_current_,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net bilateral aid flows from dac donors, sweden (current us$) mẫu 20.",Exclude from main validation evidence due unstable judge behavior.
stress230_221,vinl2vis_26070,cross_or_weak_judge_disagreement,judge_disagreement,vlm_consensus_failure_cases.csv,heldout8b_final,wrong_fields,wbexp_asean_dt_dod_dstc_cd_external_debt_stocks_short_term_dod_current_us,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",Exclude from main validation evidence due unstable judge behavior.
stress230_222,vinl2vis_05042,cross_or_weak_judge_disagreement,judge_disagreement,vlm_consensus_failure_cases.csv,heldout8b_final,wrong_fields,wbexp_asean_ag_lnd_crel_ha_land_under_cereal_production_hectares,explicit,vi,bar,"So sánh chỉ số land under cereal production (hectares) ở các quốc gia, biến thể 21.",Exclude from main validation evidence due unstable judge behavior.
stress230_223,vinl2vis_30904,cross_or_weak_judge_disagreement,judge_disagreement,vlm_consensus_failure_cases.csv,heldout8b_final,wrong_fields,wbexp_asean_en_ghg_co2_lu_ol_mt_ce_ar5_carbon_dioxide_co2_net_fluxes_from_lulucf_o,underspecified,vi,bar,Xếp hạng các nước theo chỉ số carbon dioxide (co2) net fluxes from lulucf - other land (mt co2e).,Exclude from main validation evidence due unstable judge behavior.
stress230_224,vinl2vis_25197,cross_or_weak_judge_disagreement,judge_disagreement,vlm_consensus_failure_cases.csv,heldout8b_final,wrong_fields,wbexp_asean_dc_dac_dnkl_cd_net_bilateral_aid_flows_from_dac_donors_denmark_current,explicit,vi,bar,"So sánh chỉ số net bilateral aid flows from dac donors, denmark (current us$) ở các quốc gia, biến thể 16.",Exclude from main validation evidence due unstable judge behavior.
stress230_225,vinl2vis_23076,cross_or_weak_judge_disagreement,judge_disagreement,vlm_consensus_failure_cases.csv,heldout8b_final,wrong_fields,wbexp_asean_bm_gsr_trvl_zs_travel_services_of_service_imports_bop,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số travel services (% of service imports, bop) mẫu 15.",Exclude from main validation evidence due unstable judge behavior.
stress230_226,vinl2vis_25281,cross_or_weak_judge_disagreement,judge_disagreement,vlm_consensus_failure_cases.csv,heldout8b_final,wrong_fields,wbexp_asean_dc_dac_finl_cd_net_bilateral_aid_flows_from_dac_donors_finland_current,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net bilateral aid flows from dac donors, finland (current us$) mẫu 20.",Exclude from main validation evidence due unstable judge behavior.
stress230_227,vinl2vis_25601,cross_or_weak_judge_disagreement,judge_disagreement,vlm_consensus_failure_cases.csv,heldout8b_final,wrong_fields,wbexp_asean_dc_dac_luxl_cd_net_bilateral_aid_flows_from_dac_donors_luxembourg_curr,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net bilateral aid flows from dac donors, luxembourg (current us$) mẫu 20.",Exclude from main validation evidence due unstable judge behavior.
